dataset,graph_name,strategy,auc_lcc_mean,auc_lcc_std,auc_efficiency_mean,auc_efficiency_std
metr-la,metr-la,random,0.4558212560386473,0.01381509721142895,0.7233153746192402,0.03650405509531177
metr-la,metr-la,targeted_degree,0.38768115942028997,,0.43828831742621865,
metr-la,metr-la-by-disp_fil-with-alpah_filter0_3,random,0.26615942028985506,0.03630520403877472,0.43324190614523517,0.03776881782793193
metr-la,metr-la-by-disp_fil-with-alpah_filter0_3,targeted_degree,0.13731884057971017,,0.16644333681593507,
