dataset,original_graph,backbone_graph,metric,k,overlap_size,overlap_ratio
metr-la,metr-la,metr-la-by-disp_fil-with-alpah_filter0_3,degree_centrality,20,9,0.45
metr-la,metr-la,metr-la-by-disp_fil-with-alpah_filter0_3,betweenness_centrality,20,12,0.6
metr-la,metr-la,metr-la-by-disp_fil-with-alpah_filter0_3,closeness_centrality,20,15,0.75
metr-la,metr-la,metr-la-by-disp_fil-with-alpah_filter0_3,eigenvector_centrality,20,19,0.95
metr-la,metr-la,metr-la-by-disp_fil-with-alpah_filter0_3,pagerank,20,11,0.55
