experiment_name,model,dataset,selection_metric,selected_params,selected_num_completed_seeds,final_num_completed_seeds,timestamp,test_mae_mean,test_mae_std,test_mae_ci95_low,test_mae_ci95_high,test_mae_min,test_mae_max,test_mae_n,test_rmse_mean,test_rmse_std,test_rmse_ci95_low,test_rmse_ci95_high,test_rmse_min,test_rmse_max,test_rmse_n,test_mape_mean,test_mape_std,test_mape_ci95_low,test_mape_ci95_high,test_mape_min,test_mape_max,test_mape_n,test_smape_mean,test_smape_std,test_smape_ci95_low,test_smape_ci95_high,test_smape_min,test_smape_max,test_smape_n,test_wape_mean,test_wape_std,test_wape_ci95_low,test_wape_ci95_high,test_wape_min,test_wape_max,test_wape_n,test_loss_normalized_mean,test_loss_normalized_std,test_loss_normalized_ci95_low,test_loss_normalized_ci95_high,test_loss_normalized_min,test_loss_normalized_max,test_loss_normalized_n,num_completed_seeds,val_mae_mean,val_mae_std,val_mae_ci95_low,val_mae_ci95_high,val_mae_min,val_mae_max,val_mae_n,val_rmse_mean,val_rmse_std,val_rmse_ci95_low,val_rmse_ci95_high,val_rmse_min,val_rmse_max,val_rmse_n,val_mape_mean,val_mape_std,val_mape_ci95_low,val_mape_ci95_high,val_mape_min,val_mape_max,val_mape_n,val_smape_mean,val_smape_std,val_smape_ci95_low,val_smape_ci95_high,val_smape_min,val_smape_max,val_smape_n,val_wape_mean,val_wape_std,val_wape_ci95_low,val_wape_ci95_high,val_wape_min,val_wape_max,val_wape_n,val_loss_normalized_mean,val_loss_normalized_std,val_loss_normalized_ci95_low,val_loss_normalized_ci95_high,val_loss_normalized_min,val_loss_normalized_max,val_loss_normalized_n,rank_in_dataset,delta_vs_best_pct,experiment_family,base_dataset,dataset_label,graph_variant,backbone,MAE,RMSE,WAPE,source_md,source_csv
simple_backbone_metr-la-by-high_sal-with-alpah_filter0_4_GraphWaveNet_22_04_2026-17h_33-epoch_30,GraphWaveNet,metr-la-by-high_sal-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656235,6.204061508178711,0.0,6.204061508178711,6.204061508178711,6.204061508178711,6.204061508178711,1,12.024131774902344,0.0,12.024131774902344,12.024131774902344,12.024131774902344,12.024131774902344,1,16809423872.0,0.0,16809423872.0,16809423872.0,16809423872.0,16809423872.0,1,34.58150863647461,0.0,34.58150863647461,34.58150863647461,34.58150863647461,34.58150863647461,1,12.195188522338867,0.0,12.195188522338867,12.195188522338867,12.195188522338867,12.195188522338867,1,0.3859395406548386,0.0,0.3859395406548386,0.3859395406548386,0.3859395406548386,0.3859395406548386,1,1,5.426704406738281,0.0,5.426704406738281,5.426704406738281,5.426704406738281,5.426704406738281,1,10.941603660583496,0.0,10.941603660583496,10.941603660583496,10.941603660583496,10.941603660583496,1,11590106112.0,0.0,11590106112.0,11590106112.0,11590106112.0,11590106112.0,1,22.961626052856445,0.0,22.961626052856445,22.961626052856445,22.961626052856445,22.961626052856445,1,9.845449447631836,0.0,9.845449447631836,9.845449447631836,9.845449447631836,9.845449447631836,1,0.3191847793200862,0.0,0.3191847793200862,0.3191847793200862,0.3191847793200862,0.3191847793200862,1,2,1.9337616932076476,backbone,metr-la,METR-LA,HSS,HSS,6.204061508178711,12.024131774902344,12.195188522338867,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_metr-la-by-high_sal-with-alpah_filter0_4_MTGNN_22_04_2026-17h_33-epoch_30,MTGNN,metr-la-by-high_sal-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656278,7.0225911140441895,0.0,7.0225911140441895,7.0225911140441895,7.0225911140441895,7.0225911140441895,1,12.305072784423828,0.0,12.305072784423828,12.305072784423828,12.305072784423828,12.305072784423828,1,20847779840.0,0.0,20847779840.0,20847779840.0,20847779840.0,20847779840.0,1,35.29469680786133,0.0,35.29469680786133,35.29469680786133,35.29469680786133,35.29469680786133,1,13.804154396057127,0.0,13.804154396057127,13.804154396057127,13.804154396057127,13.804154396057127,1,0.4042315255397948,0.0,0.4042315255397948,0.4042315255397948,0.4042315255397948,0.4042315255397948,1,1,6.066273212432861,0.0,6.066273212432861,6.066273212432861,6.066273212432861,6.066273212432861,1,11.127449989318848,0.0,11.127449989318848,11.127449989318848,11.127449989318848,11.127449989318848,1,13072542720.0,0.0,13072542720.0,13072542720.0,13072542720.0,13072542720.0,1,23.80977249145508,0.0,23.80977249145508,23.80977249145508,23.80977249145508,23.80977249145508,1,11.005793571472168,0.0,11.005793571472168,11.005793571472168,11.005793571472168,11.005793571472168,1,0.3302007419901474,0.0,0.3302007419901474,0.3302007419901474,0.3302007419901474,0.3302007419901474,1,3,15.382339157040793,backbone,metr-la,METR-LA,HSS,HSS,7.0225911140441895,12.305072784423828,13.804154396057127,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_metr-la-by-nois_corr-with-alpah_filter0_4_STICformer_22_04_2026-17h_33-epoch_30,STICformer,metr-la-by-nois_corr-with-alpah_filter0_4,val_mae,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656196,5.949277877807617,0.0,5.949277877807617,5.949277877807617,5.949277877807617,5.949277877807617,1,11.847607612609863,0.0,11.847607612609863,11.847607612609863,11.847607612609863,11.847607612609863,1,17604530176.0,0.0,17604530176.0,17604530176.0,17604530176.0,17604530176.0,1,34.03242874145508,0.0,34.03242874145508,34.03242874145508,34.03242874145508,34.03242874145508,1,11.725192070007324,0.0,11.725192070007324,11.725192070007324,11.725192070007324,11.725192070007324,1,0.3686615210635779,0.0,0.3686615210635779,0.3686615210635779,0.3686615210635779,0.3686615210635779,1,1,5.129249095916748,0.0,5.129249095916748,5.129249095916748,5.129249095916748,5.129249095916748,1,10.773576736450195,0.0,10.773576736450195,10.773576736450195,10.773576736450195,10.773576736450195,1,12179635200.0,0.0,12179635200.0,12179635200.0,12179635200.0,12179635200.0,1,22.921592712402344,0.0,22.921592712402344,22.921592712402344,22.921592712402344,22.921592712402344,1,9.3530855178833,0.0,9.3530855178833,9.3530855178833,9.3530855178833,9.3530855178833,1,0.3044953107416073,0.0,0.3044953107416073,0.3044953107416073,0.3044953107416073,0.3044953107416073,1,1,0.0,backbone,metr-la,METR-LA,NC,NC,5.949277877807617,11.847607612609863,11.725192070007324,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_metr-la-by-nois_corr-with-alpah_filter0_4_GraphWaveNet_22_04_2026-17h_33-epoch_30,GraphWaveNet,metr-la-by-nois_corr-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656104,6.130507946014404,0.0,6.130507946014404,6.130507946014404,6.130507946014404,6.130507946014404,1,12.03392219543457,0.0,12.03392219543457,12.03392219543457,12.03392219543457,12.03392219543457,1,17150254080.0,0.0,17150254080.0,17150254080.0,17150254080.0,17150254080.0,1,34.41435241699219,0.0,34.41435241699219,34.41435241699219,34.41435241699219,34.41435241699219,1,12.08237075805664,0.0,12.08237075805664,12.08237075805664,12.08237075805664,12.08237075805664,1,0.3803204985370285,0.0,0.3803204985370285,0.3803204985370285,0.3803204985370285,0.3803204985370285,1,1,5.340566158294678,0.0,5.340566158294678,5.340566158294678,5.340566158294678,5.340566158294678,1,10.993570327758787,0.0,10.993570327758787,10.993570327758787,10.993570327758787,10.993570327758787,1,12100016128.0,0.0,12100016128.0,12100016128.0,12100016128.0,12100016128.0,1,23.30013084411621,0.0,23.30013084411621,23.30013084411621,23.30013084411621,23.30013084411621,1,9.738417625427246,0.0,9.738417625427246,9.738417625427246,9.738417625427246,9.738417625427246,1,0.3170562885771288,0.0,0.3170562885771288,0.3170562885771288,0.3170562885771288,0.3170562885771288,1,2,3.0462532080208105,backbone,metr-la,METR-LA,NC,NC,6.130507946014404,12.03392219543457,12.08237075805664,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_metr-la-by-nois_corr-with-alpah_filter0_4_MTGNN_22_04_2026-17h_33-epoch_30,MTGNN,metr-la-by-nois_corr-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656154,6.781691074371338,0.0,6.781691074371338,6.781691074371338,6.781691074371338,6.781691074371338,1,12.364561080932615,0.0,12.364561080932615,12.364561080932615,12.364561080932615,12.364561080932615,1,20439404544.0,0.0,20439404544.0,20439404544.0,20439404544.0,20439404544.0,1,35.14069747924805,0.0,35.14069747924805,35.14069747924805,35.14069747924805,35.14069747924805,1,13.365761756896973,0.0,13.365761756896973,13.365761756896973,13.365761756896973,13.365761756896973,1,0.4015510386012703,0.0,0.4015510386012703,0.4015510386012703,0.4015510386012703,0.4015510386012703,1,1,5.82452917098999,0.0,5.82452917098999,5.82452917098999,5.82452917098999,5.82452917098999,1,11.224080085754396,0.0,11.224080085754396,11.224080085754396,11.224080085754396,11.224080085754396,1,13327461376.0,0.0,13327461376.0,13327461376.0,13327461376.0,13327461376.0,1,24.06298828125,0.0,24.06298828125,24.06298828125,24.06298828125,24.06298828125,1,10.620915412902832,0.0,10.620915412902832,10.620915412902832,10.620915412902832,10.620915412902832,1,0.3305297803447068,0.0,0.3305297803447068,0.3305297803447068,0.3305297803447068,0.3305297803447068,1,3,13.991835877575042,backbone,metr-la,METR-LA,NC,NC,6.781691074371338,12.364561080932615,13.365761756896973,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_pems-bay-by-disp_fil-with-alpah_filter0_4_STICformer_22_04_2026-17h_33-epoch_30,STICformer,pems-bay-by-disp_fil-with-alpah_filter0_4,val_mae,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656448,1.9604531526565552,0.0,1.9604531526565552,1.9604531526565552,1.9604531526565552,1.9604531526565552,1,4.115814208984375,0.0,4.115814208984375,4.115814208984375,4.115814208984375,4.115814208984375,1,111829.078125,0.0,111829.078125,111829.078125,111829.078125,111829.078125,1,3.953145027160645,0.0,3.953145027160645,3.953145027160645,3.953145027160645,3.953145027160645,1,3.1386659145355225,0.0,3.1386659145355225,3.1386659145355225,3.1386659145355225,3.1386659145355225,1,0.1897263639475122,0.0,0.1897263639475122,0.1897263639475122,0.1897263639475122,0.1897263639475122,1,1,2.078892230987549,0.0,2.078892230987549,2.078892230987549,2.078892230987549,2.078892230987549,1,4.352874755859375,0.0,4.352874755859375,4.352874755859375,4.352874755859375,4.352874755859375,1,134494.96875,0.0,134494.96875,134494.96875,134494.96875,134494.96875,1,4.311623573303223,0.0,4.311623573303223,4.311623573303223,4.311623573303223,4.311623573303223,1,3.3473894596099854,0.0,3.3473894596099854,3.3473894596099854,3.3473894596099854,3.3473894596099854,1,0.2142063079321859,0.0,0.2142063079321859,0.2142063079321859,0.2142063079321859,0.2142063079321859,1,1,0.0,backbone,pems-bay,PEMS-BAY,DF,DF,1.9604531526565552,4.115814208984375,3.1386659145355225,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_pems-bay-by-disp_fil-with-alpah_filter0_4_GraphWaveNet_22_04_2026-17h_33-epoch_30,GraphWaveNet,pems-bay-by-disp_fil-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656363,2.118802070617676,0.0,2.118802070617676,2.118802070617676,2.118802070617676,2.118802070617676,1,4.429413318634033,0.0,4.429413318634033,4.429413318634033,4.429413318634033,4.429413318634033,1,111937.984375,0.0,111937.984375,111937.984375,111937.984375,111937.984375,1,4.278005599975586,0.0,4.278005599975586,4.278005599975586,4.278005599975586,4.278005599975586,1,3.392180919647217,0.0,3.392180919647217,3.392180919647217,3.392180919647217,3.392180919647217,1,0.2197800124566887,0.0,0.2197800124566887,0.2197800124566887,0.2197800124566887,0.2197800124566887,1,1,2.3065967559814453,0.0,2.3065967559814453,2.3065967559814453,2.3065967559814453,2.3065967559814453,1,4.83975887298584,0.0,4.83975887298584,4.83975887298584,4.83975887298584,4.83975887298584,1,134727.765625,0.0,134727.765625,134727.765625,134727.765625,134727.765625,1,4.7783966064453125,0.0,4.7783966064453125,4.7783966064453125,4.7783966064453125,4.7783966064453125,1,3.714034080505371,0.0,3.714034080505371,3.714034080505371,3.714034080505371,3.714034080505371,1,0.2647378290746292,0.0,0.2647378290746292,0.2647378290746292,0.2647378290746292,0.2647378290746292,1,2,8.077158984724853,backbone,pems-bay,PEMS-BAY,DF,DF,2.118802070617676,4.429413318634033,3.392180919647217,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_pems-bay-by-disp_fil-with-alpah_filter0_4_MTGNN_22_04_2026-17h_33-epoch_30,MTGNN,pems-bay-by-disp_fil-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656405,2.1935274600982666,0.0,2.1935274600982666,2.1935274600982666,2.1935274600982666,2.1935274600982666,1,4.740373611450195,0.0,4.740373611450195,4.740373611450195,4.740373611450195,4.740373611450195,1,112129.3359375,0.0,112129.3359375,112129.3359375,112129.3359375,112129.3359375,1,4.46120548248291,0.0,4.46120548248291,4.46120548248291,4.46120548248291,4.46120548248291,1,3.5118155479431152,0.0,3.5118155479431152,3.5118155479431152,3.5118155479431152,3.5118155479431152,1,0.2516928857329524,0.0,0.2516928857329524,0.2516928857329524,0.2516928857329524,0.2516928857329524,1,1,2.361419677734375,0.0,2.361419677734375,2.361419677734375,2.361419677734375,2.361419677734375,1,5.0543622970581055,0.0,5.0543622970581055,5.0543622970581055,5.0543622970581055,5.0543622970581055,1,134334.765625,0.0,134334.765625,134334.765625,134334.765625,134334.765625,1,4.911636829376221,0.0,4.911636829376221,4.911636829376221,4.911636829376221,4.911636829376221,1,3.802308797836304,0.0,3.802308797836304,3.802308797836304,3.802308797836304,3.802308797836304,1,0.2888893761837775,0.0,0.2888893761837775,0.2888893761837775,0.2888893761837775,0.2888893761837775,1,3,11.888797604057968,backbone,pems-bay,PEMS-BAY,DF,DF,2.1935274600982666,4.740373611450195,3.5118155479431152,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_pems-bay-by-high_sal-with-alpah_filter0_4_STICformer_22_04_2026-17h_33-epoch_30,STICformer,pems-bay-by-high_sal-with-alpah_filter0_4,val_mae,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656691,1.9132299423217771,0.0,1.9132299423217771,1.9132299423217771,1.9132299423217771,1.9132299423217771,1,4.115521430969238,0.0,4.115521430969238,4.115521430969238,4.115521430969238,4.115521430969238,1,40183180.0,0.0,40183180.0,40183180.0,40183180.0,40183180.0,1,3.842753171920776,0.0,3.842753171920776,3.842753171920776,3.842753171920776,3.842753171920776,1,3.054540634155273,0.0,3.054540634155273,3.054540634155273,3.054540634155273,3.054540634155273,1,0.1941703366675625,0.0,0.1941703366675625,0.1941703366675625,0.1941703366675625,0.1941703366675625,1,1,2.0331733226776123,0.0,2.0331733226776123,2.0331733226776123,2.0331733226776123,2.0331733226776123,1,4.345834255218506,0.0,4.345834255218506,4.345834255218506,4.345834255218506,4.345834255218506,1,50293568.0,0.0,50293568.0,50293568.0,50293568.0,50293568.0,1,4.185766220092773,0.0,4.185766220092773,4.185766220092773,4.185766220092773,4.185766220092773,1,3.2656843662261963,0.0,3.2656843662261963,3.2656843662261963,3.2656843662261963,3.2656843662261963,1,0.2186520402576842,0.0,0.2186520402576842,0.2186520402576842,0.2186520402576842,0.2186520402576842,1,1,0.0,backbone,pems-bay,PEMS-BAY,HSS,HSS,1.9132299423217771,4.115521430969238,3.054540634155273,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_pems-bay-by-high_sal-with-alpah_filter0_4_GraphWaveNet_22_04_2026-17h_33-epoch_30,GraphWaveNet,pems-bay-by-high_sal-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656610,2.0694425106048584,0.0,2.0694425106048584,2.0694425106048584,2.0694425106048584,2.0694425106048584,1,4.239220142364502,0.0,4.239220142364502,4.239220142364502,4.239220142364502,4.239220142364502,1,40284780.0,0.0,40284780.0,40284780.0,40284780.0,40284780.0,1,4.171006679534912,0.0,4.171006679534912,4.171006679534912,4.171006679534912,4.171006679534912,1,3.3039395809173584,0.0,3.3039395809173584,3.3039395809173584,3.3039395809173584,3.3039395809173584,1,0.2060187968591148,0.0,0.2060187968591148,0.2060187968591148,0.2060187968591148,0.2060187968591148,1,1,2.201686382293701,0.0,2.201686382293701,2.201686382293701,2.201686382293701,2.201686382293701,1,4.506012916564941,0.0,4.506012916564941,4.506012916564941,4.506012916564941,4.506012916564941,1,50516440.0,0.0,50516440.0,50516440.0,50516440.0,50516440.0,1,4.558574199676514,0.0,4.558574199676514,4.558574199676514,4.558574199676514,4.558574199676514,1,3.536350011825561,0.0,3.536350011825561,3.536350011825561,3.536350011825561,3.536350011825561,1,0.2351184230000695,0.0,0.2351184230000695,0.2351184230000695,0.2351184230000695,0.2351184230000695,1,2,8.16486115064199,backbone,pems-bay,PEMS-BAY,HSS,HSS,2.0694425106048584,4.239220142364502,3.3039395809173584,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_pems-bay-by-high_sal-with-alpah_filter0_4_MTGNN_22_04_2026-17h_33-epoch_30,MTGNN,pems-bay-by-high_sal-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656651,2.161620616912842,0.0,2.161620616912842,2.161620616912842,2.161620616912842,2.161620616912842,1,4.670283317565918,0.0,4.670283317565918,4.670283317565918,4.670283317565918,4.670283317565918,1,40309332.0,0.0,40309332.0,40309332.0,40309332.0,40309332.0,1,4.410276412963867,0.0,4.410276412963867,4.410276412963867,4.410276412963867,4.410276412963867,1,3.451105117797852,0.0,3.451105117797852,3.451105117797852,3.451105117797852,3.451105117797852,1,0.2500748233869672,0.0,0.2500748233869672,0.2500748233869672,0.2500748233869672,0.2500748233869672,1,1,2.3280162811279297,0.0,2.3280162811279297,2.3280162811279297,2.3280162811279297,2.3280162811279297,1,4.975133895874023,0.0,4.975133895874023,4.975133895874023,4.975133895874023,4.975133895874023,1,50288708.0,0.0,50288708.0,50288708.0,50288708.0,50288708.0,1,4.846651077270508,0.0,4.846651077270508,4.846651077270508,4.846651077270508,4.846651077270508,1,3.7392611503601074,0.0,3.7392611503601074,3.7392611503601074,3.7392611503601074,3.7392611503601074,1,0.286431916080918,0.0,0.286431916080918,0.286431916080918,0.286431916080918,0.286431916080918,1,3,12.982792559143874,backbone,pems-bay,PEMS-BAY,HSS,HSS,2.161620616912842,4.670283317565918,3.451105117797852,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_pems-bay-by-nois_corr-with-alpah_filter0_4_STICformer_22_04_2026-17h_33-epoch_30,STICformer,pems-bay-by-nois_corr-with-alpah_filter0_4,val_mae,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656570,1.887706279754639,0.0,1.887706279754639,1.887706279754639,1.887706279754639,1.887706279754639,1,4.016567707061768,0.0,4.016567707061768,4.016567707061768,4.016567707061768,4.016567707061768,1,112671.0234375,0.0,112671.0234375,112671.0234375,112671.0234375,112671.0234375,1,3.7910268306732178,0.0,3.7910268306732178,3.7910268306732178,3.7910268306732178,3.7910268306732178,1,3.0221989154815674,0.0,3.0221989154815674,3.0221989154815674,3.0221989154815674,3.0221989154815674,1,0.1806967022708771,0.0,0.1806967022708771,0.1806967022708771,0.1806967022708771,0.1806967022708771,1,1,1.9916608333587649,0.0,1.9916608333587649,1.9916608333587649,1.9916608333587649,1.9916608333587649,1,4.224711894989014,0.0,4.224711894989014,4.224711894989014,4.224711894989014,4.224711894989014,1,135315.8125,0.0,135315.8125,135315.8125,135315.8125,135315.8125,1,4.104864120483398,0.0,4.104864120483398,4.104864120483398,4.104864120483398,4.104864120483398,1,3.2069311141967773,0.0,3.2069311141967773,3.2069311141967773,3.2069311141967773,3.2069311141967773,1,0.2017428973244011,0.0,0.2017428973244011,0.2017428973244011,0.2017428973244011,0.2017428973244011,1,1,0.0,backbone,pems-bay,PEMS-BAY,NC,NC,1.887706279754639,4.016567707061768,3.0221989154815674,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
simple_backbone_pems-bay-by-nois_corr-with-alpah_filter0_4_GraphWaveNet_22_04_2026-17h_33-epoch_30,GraphWaveNet,pems-bay-by-nois_corr-with-alpah_filter0_4,val_mae,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,1,2026-04-23T00:07:34.656488,2.091175079345703,0.0,2.091175079345703,2.091175079345703,2.091175079345703,2.091175079345703,1,4.388820171356201,0.0,4.388820171356201,4.388820171356201,4.388820171356201,4.388820171356201,1,112737.7421875,0.0,112737.7421875,112737.7421875,112737.7421875,112737.7421875,1,4.221117496490479,0.0,4.221117496490479,4.221117496490479,4.221117496490479,4.221117496490479,1,3.3479504585266118,0.0,3.3479504585266118,3.3479504585266118,3.3479504585266118,3.3479504585266118,1,0.2157799230625658,0.0,0.2157799230625658,0.2157799230625658,0.2157799230625658,0.2157799230625658,1,1,2.2678964138031006,0.0,2.2678964138031006,2.2678964138031006,2.2678964138031006,2.2678964138031006,1,4.770674705505371,0.0,4.770674705505371,4.770674705505371,4.770674705505371,4.770674705505371,1,135733.0625,0.0,135733.0625,135733.0625,135733.0625,135733.0625,1,4.69450044631958,0.0,4.69450044631958,4.69450044631958,4.69450044631958,4.69450044631958,1,3.651719808578491,0.0,3.651719808578491,3.651719808578491,3.651719808578491,3.651719808578491,1,0.2571218750136761,0.0,0.2571218750136761,0.2571218750136761,0.2571218750136761,0.2571218750136761,1,2,10.77862598505055,backbone,pems-bay,PEMS-BAY,NC,NC,2.091175079345703,4.388820171356201,3.3479504585266118,/home/suleimane/master/main/master-main/results/both/md/backbone_all-datasets_22_04_2026-17h_33-epoch_30_comparison_report.md,/home/suleimane/master/main/master-main/results/both/csv/backbone_all-datasets_22_04_2026-17h_33-epoch_30_consolidated_experiments.csv
