dataset,original_graph,backbone_graph,metric,k,overlap_size,overlap_ratio
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,degree_centrality,20,1,0.05
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,betweenness_centrality,20,8,0.4
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,closeness_centrality,20,2,0.1
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,eigenvector_centrality,20,0,0.0
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_3,pagerank,20,4,0.2
