dataset,original_graph,backbone_graph,original_num_nodes,backbone_num_nodes,node_reduction_pct,original_num_edges,backbone_num_edges,edge_reduction_pct,original_density,backbone_density,density_delta_pct,original_average_degree,backbone_average_degree,original_average_strength,backbone_average_strength,original_average_clustering,backbone_average_clustering,average_clustering_delta_pct,original_local_efficiency_mean,backbone_local_efficiency_mean,local_efficiency_delta_pct,original_avg_path_length_gcc,backbone_avg_path_length_gcc,avg_path_length_delta_pct,original_global_efficiency,backbone_global_efficiency,global_efficiency_delta_pct,original_num_connected_components,backbone_num_connected_components,original_giant_component_ratio,backbone_giant_component_ratio,giant_component_ratio_delta_pct,original_modularity,backbone_modularity,modularity_delta,original_assortativity,backbone_assortativity,assortativity_delta,original_num_communities,backbone_num_communities,original_largest_community_size,backbone_largest_community_size,mean_centrality_spearman,min_centrality_spearman,mean_topk_overlap,random_auc_lcc_original,random_auc_lcc_backbone,random_auc_lcc_delta_pct,targeted_auc_lcc_original,targeted_auc_lcc_backbone,targeted_auc_lcc_delta_pct
metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_3,207,207,0.0,1313,1022,22.162985529322164,0.061582477369729376,0.04793396182167816,-22.162985529322153,12.68599033816425,9.8743961352657,5.144801216424951,4.6732155160195585,0.5484908174323528,0.4828596705621428,-11.965769486798116,0.7472739491051362,0.6984777280543123,-6.5298972497646375,5.063746152024627,5.52919725313758,9.191833222659728,0.27886506280697293,0.25452933750740614,-8.726702819855092,2,2,0.9951690821256038,0.9951690821256038,0.0,0.6978109147260045,0.7094141663795064,0.011603251653501845,0.46162532528411615,0.2622131322469057,-0.19941219303721047,8,8,53,53,0.9629725820766591,0.8444157661646302,0.7699999999999999,0.4558212560386473,0.43632850241545895,-4.276402946319746,0.38768115942028997,0.35531400966183585,-8.348909657320869
