dataset,graph_name,strategy,auc_lcc_mean,auc_lcc_std,auc_efficiency_mean,auc_efficiency_std
pems-bay,pems-bay,random,0.4320153846153847,0.011282097902001608,0.6545662739979148,0.03490285471100416
pems-bay,pems-bay,targeted_degree,0.2686923076923078,,0.27145645590492495,
pems-bay,pems-bay-by-nois_corr-with-alpah_filter0_4,random,0.4276000000000001,0.01142069818969225,0.6386640334643301,0.03239133392787228
pems-bay,pems-bay-by-nois_corr-with-alpah_filter0_4,targeted_degree,0.2950000000000001,,0.30382609882946904,
