dataset,graph_name,strategy,auc_lcc_mean,auc_lcc_std,auc_efficiency_mean,auc_efficiency_std
pems-bay,pems-bay,random,0.4320153846153847,0.011282097902001608,0.6545662739979148,0.03490285471100416
pems-bay,pems-bay,targeted_degree,0.2686923076923078,,0.27145645590492495,
pems-bay,pems-bay-by-glanb-with-alpah_filter0_3,random,0.331833855799373,0.03739865778830968,0.39894477974781645,0.059750288285809
pems-bay,pems-bay-by-glanb-with-alpah_filter0_3,targeted_degree,0.0916144200626959,,0.07752629938812286,
