params,num_completed_seeds,seeds,val_mae_mean,val_mae_std,val_mae_ci95_low,val_mae_ci95_high,val_mae_min,val_mae_max,val_mae_n,val_rmse_mean,val_rmse_std,val_rmse_ci95_low,val_rmse_ci95_high,val_rmse_min,val_rmse_max,val_rmse_n,val_mape_mean,val_mape_std,val_mape_ci95_low,val_mape_ci95_high,val_mape_min,val_mape_max,val_mape_n,val_smape_mean,val_smape_std,val_smape_ci95_low,val_smape_ci95_high,val_smape_min,val_smape_max,val_smape_n,val_wape_mean,val_wape_std,val_wape_ci95_low,val_wape_ci95_high,val_wape_min,val_wape_max,val_wape_n,val_loss_normalized_mean,val_loss_normalized_std,val_loss_normalized_ci95_low,val_loss_normalized_ci95_high,val_loss_normalized_min,val_loss_normalized_max,val_loss_normalized_n
"{'input_dim': 1, 'hidden_dim': 64, 'output_dim': 1, 'seq_len': 12, 'horizon': 12, 'node_dim': 16, 'gcn_depth': 2, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 2, 'patience': 5}",1,[42],5.5708537101745605,0.0,5.5708537101745605,5.5708537101745605,5.5708537101745605,5.5708537101745605,1,11.40790843963623,0.0,11.40790843963623,11.40790843963623,11.40790843963623,11.40790843963623,1,14893739008.0,0.0,14893739008.0,14893739008.0,14893739008.0,14893739008.0,1,23.144786834716797,0.0,23.144786834716797,23.144786834716797,23.144786834716797,23.144786834716797,1,10.158343315124512,0.0,10.158343315124512,10.158343315124512,10.158343315124512,10.158343315124512,1,0.339899819896177,0.0,0.339899819896177,0.339899819896177,0.339899819896177,0.339899819896177,1
