dataset,original_graph,backbone_graph,original_num_nodes,backbone_num_nodes,node_reduction_pct,original_num_edges,backbone_num_edges,edge_reduction_pct,original_density,backbone_density,density_delta_pct,original_average_degree,backbone_average_degree,original_average_strength,backbone_average_strength,original_average_clustering,backbone_average_clustering,average_clustering_delta_pct,original_local_efficiency_mean,backbone_local_efficiency_mean,local_efficiency_delta_pct,original_avg_path_length_gcc,backbone_avg_path_length_gcc,avg_path_length_delta_pct,original_global_efficiency,backbone_global_efficiency,global_efficiency_delta_pct,original_num_connected_components,backbone_num_connected_components,original_giant_component_ratio,backbone_giant_component_ratio,giant_component_ratio_delta_pct,original_modularity,backbone_modularity,modularity_delta,original_assortativity,backbone_assortativity,assortativity_delta,original_num_communities,backbone_num_communities,original_largest_community_size,backbone_largest_community_size,mean_centrality_spearman,min_centrality_spearman,mean_topk_overlap,random_auc_lcc_original,random_auc_lcc_backbone,random_auc_lcc_delta_pct,targeted_auc_lcc_original,targeted_auc_lcc_backbone,targeted_auc_lcc_delta_pct
pems-bay,pems-bay,pems-bay-by-high_sal-with-alpah_filter0_4,325,235,27.692307692307693,2079,221,89.36988936988936,0.03948717948717949,0.008037825059101654,-79.64446900617114,12.793846153846154,1.8808510638297873,6.782441039543886,1.220232501689424,0.67370964210499,0.0,-100.0,0.8129606394965085,0.0,-100.0,5.161570158317068,12.088830022075054,134.20838332684065,0.24234533910758127,0.06022789896269392,-75.14790291223315,7,15,0.9815384615384616,0.6425531914893617,-34.53611685453212,0.8198383044484713,0.9090103155961228,0.0891720111476515,0.5695754396245535,-0.2428411111251215,-0.812416550749675,19,27,67,18,0.15243128334692382,-0.28393271468428144,0.15000000000000002,0.4320153846153847,0.1207872340425532,-72.04098781109663,0.2686923076923078,0.030531914893617028,-88.63684816441393
