dataset,original_graph,backbone_graph,original_num_nodes,backbone_num_nodes,node_reduction_pct,original_num_edges,backbone_num_edges,edge_reduction_pct,original_density,backbone_density,density_delta_pct,original_average_degree,backbone_average_degree,original_average_strength,backbone_average_strength,original_average_clustering,backbone_average_clustering,average_clustering_delta_pct,original_local_efficiency_mean,backbone_local_efficiency_mean,local_efficiency_delta_pct,original_avg_path_length_gcc,backbone_avg_path_length_gcc,avg_path_length_delta_pct,original_global_efficiency,backbone_global_efficiency,global_efficiency_delta_pct,original_num_connected_components,backbone_num_connected_components,original_giant_component_ratio,backbone_giant_component_ratio,giant_component_ratio_delta_pct,original_modularity,backbone_modularity,modularity_delta,original_assortativity,backbone_assortativity,assortativity_delta,original_num_communities,backbone_num_communities,original_largest_community_size,backbone_largest_community_size,mean_centrality_spearman,min_centrality_spearman,mean_topk_overlap,random_auc_lcc_original,random_auc_lcc_backbone,random_auc_lcc_delta_pct,targeted_auc_lcc_original,targeted_auc_lcc_backbone,targeted_auc_lcc_delta_pct
metr-la,metr-la,metr-la-by-disp_fil-with-alpah_filter0_4,207,207,0.0,1313,585,55.44554455445545,0.061582477369729376,0.027437737441958633,-55.44554455445545,12.68599033816425,5.6521739130434785,5.144801216424951,3.709402100763459,0.5484908174323528,0.41295320353291376,-24.71100875196609,0.7472739491051362,0.5427555111733856,-27.36860266260618,5.063746152024627,7.861802802008987,55.25665319667772,0.27886506280697293,0.17219528301067594,-38.25139611344306,2,6,0.9951690821256038,0.9420289855072463,-5.339805825242716,0.6978109147260045,0.7742202768229955,0.07640936209699101,0.46162532528411615,0.5677302134622236,0.10610488817810748,8,14,53,34,0.9310055117444737,0.8928429321603822,0.8099999999999999,0.4558212560386473,0.33719806763285026,-26.024058078533187,0.38768115942028997,0.23297101449275365,-39.90654205607478
