dataset,graph_name,strategy,auc_lcc_mean,auc_lcc_std,auc_efficiency_mean,auc_efficiency_std
pems-bay,pems-bay,random,0.4320153846153847,0.011282097902001608,0.6545662739979148,0.03490285471100416
pems-bay,pems-bay,targeted_degree,0.2686923076923078,,0.27145645590492495,
pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_8,random,0.42813846153846163,0.013948190035259002,0.6464299044117918,0.03973577598507022
pems-bay,pems-bay-by-disp_fil-with-alpah_filter0_8,targeted_degree,0.2540769230769232,,0.2585289432162401,
