dataset,graph_name,strategy,auc_lcc_mean,auc_lcc_std,auc_efficiency_mean,auc_efficiency_std
metr-la,metr-la,random,0.4558212560386473,0.01381509721142895,0.7233153746192402,0.03650405509531177
metr-la,metr-la,targeted_degree,0.38768115942028997,,0.43828831742621865,
metr-la,metr-la-by-glanb-with-alpah_filter0_3,random,0.3409466019417476,0.02390500835584108,0.437955017115086,0.03566688475754909
metr-la,metr-la-by-glanb-with-alpah_filter0_3,targeted_degree,0.16529126213592238,,0.14108780161451592,
