dataset,original_graph,backbone_graph,node_reduction_pct,edge_reduction_pct,density_delta_pct,average_clustering_delta_pct,local_efficiency_delta_pct,avg_path_length_delta_pct,global_efficiency_delta_pct,giant_component_ratio_delta_pct,modularity_delta,assortativity_delta,mean_centrality_spearman,min_centrality_spearman,mean_topk_overlap,random_auc_lcc_delta_pct,targeted_auc_lcc_delta_pct
metr-la,metr-la,metr-la-by-disp_fil-with-alpah_filter0_1,33.333333333333336,98.7052551408987,-97.07973604772043,-100.0,-100.0,-73.66903289967983,-99.29820872788963,-97.81553398058253,0.2224181921320536,-0.6759110395698315,0.15418749202983736,-0.05683000888620228,0.13,-96.4866726723544,-97.99065420560747
