model_a,model_b,rank_diff,p_value,significant
HSS,NC,0.33333333333333326,0.9890583014313,False
HSS,Full,0.9999999999999998,0.778483368757214,False
HSS,DF,1.9999999999999998,0.22910353693815189,False
NC,Full,0.6666666666666665,0.9216027650250743,False
NC,DF,1.6666666666666665,0.3894010874026901,False
Full,DF,1.0,0.7784833687572139,False
