dataset,original_graph,backbone_graph,node_reduction_pct,edge_reduction_pct,density_delta_pct,average_clustering_delta_pct,local_efficiency_delta_pct,avg_path_length_delta_pct,global_efficiency_delta_pct,giant_component_ratio_delta_pct,modularity_delta,assortativity_delta,mean_centrality_spearman,min_centrality_spearman,mean_topk_overlap,random_auc_lcc_delta_pct,targeted_auc_lcc_delta_pct
metr-la,metr-la,metr-la-by-nois_corr-with-alpah_filter0_1,0.0,71.21096725057122,-71.21096725057122,-33.2253929598576,-42.59789181680937,126.14397981675158,-51.755728783211566,-1.9417475728155331,0.13678190816032798,-0.22480798710657987,0.16758280015994564,-0.26074972767531635,0.24,-45.196332997721356,-60.186915887850475
