graph_name,dataset,role,source_path,num_nodes,num_edges,density,average_degree,average_strength,edge_weight_mean,edge_weight_median,edge_weight_std,edge_weight_min,edge_weight_max,average_clustering,average_weighted_clustering,transitivity,local_efficiency_mean,edge_overlap_mean,is_connected,num_connected_components,giant_component_size,giant_component_ratio,node_connectivity_gcc,edge_connectivity_gcc,degree_assortativity,num_communities,modularity,largest_community_size,largest_community_ratio,avg_path_length_gcc,median_path_length_gcc,p90_path_length_gcc,diameter_gcc,avg_weighted_distance_gcc,global_efficiency
metr-la-by-nois_corr-with-alpah_filter0_1,metr-la,backbone,/home/varlson/master/main/master-main/data/GraphML/metr-la-by-nois_corr-with-alpah_filter0_1.GraphML,207,378,0.017728999577880964,3.652173913043478,2.2599255819827464,0.6187891474476567,0.6562770903110504,0.25406368649909655,0.10252758115530014,0.9998319149017334,0.36625258799171845,0.232452851432401,0.3632514817950889,0.42895100069013115,0.24457461997144536,False,5,202,0.9758454106280193,1.0,1.0,0.23681733817753628,20,0.8345928228863325,23,0.1111111111111111,11.451357076006108,11.0,20.0,29.0,22.09907158460475,0.13453641722946344
metr-la,metr-la,original,/home/varlson/master/main/master-main/data/GraphML/metr-la.GraphML,207,1313,0.061582477369729376,12.68599033816425,5.144801216424951,0.4055498293221496,0.3212842345237732,0.2664214215354655,0.10008397698402405,0.9998319149017334,0.5484908174323528,0.22063398549839594,0.5510989624009818,0.7472739491051362,0.3876396025686644,False,2,206,0.9951690821256038,2.0,2.0,0.46162532528411615,8,0.6978109147260045,53,0.2560386473429952,5.063746152024627,5.0,9.0,13.0,15.559703731966676,0.27886506280697293
