horizon,mae,rmse,mape
1,3.0533716678619385,6.627209186553955,4494041600.0
2,3.6738522052764893,8.213948249816895,7233860096.0
3,4.341176986694336,9.333768844604492,10558383104.0
4,4.9688897132873535,10.266101837158203,12860630016.0
5,5.3332085609436035,11.089522361755371,13534666752.0
6,5.879495620727539,11.80856704711914,16492487680.0
7,6.282449722290039,12.445184707641602,18676856832.0
8,6.971157550811768,13.011495590209961,21754112000.0
9,7.371251583099365,13.52632999420166,23535319040.0
10,7.6297607421875,13.934412956237793,24188807168.0
11,8.161227226257324,14.344006538391113,26629752832.0
12,8.4371337890625,14.690933227539062,27436752896.0
