horizon,mae,rmse,mape
1,2.888122320175171,6.579476833343506,4480419840.0
2,3.4757142066955566,8.313289642333984,6048049152.0
3,3.981576919555664,9.493230819702148,7323076608.0
4,4.460196495056152,10.49135684967041,8592792576.0
5,4.906841278076172,11.38817024230957,9873864704.0
6,5.3358378410339355,12.200302124023438,11066856448.0
7,5.733493804931641,12.910475730895996,12183612416.0
8,6.1014628410339355,13.53649616241455,13208009728.0
9,6.452008247375488,14.110259056091309,14206028800.0
10,6.759709358215332,14.580491065979004,15026104320.0
11,7.051202774047852,15.01258659362793,15798790144.0
12,7.337005138397217,15.42856216430664,16578360320.0
