node,mae,rmse,mape
0,5.113775730133057,12.661953926086426,9798746112.0
1,3.506836414337158,10.786492347717285,9750562816.0
2,4.378737926483154,12.292885780334473,9415799808.0
3,5.137459754943848,10.41183090209961,8091066368.0
4,6.5548176765441895,11.45943546295166,10291183616.0
5,6.2484211921691895,11.332383155822754,7970508800.0
6,4.891678333282471,11.06561279296875,8951554048.0
7,3.464848756790161,10.502703666687012,9813164032.0
8,5.374902248382568,12.58588695526123,13091687424.0
9,6.085646629333496,13.232264518737793,8938146816.0
10,4.1288042068481445,10.874845504760742,10645894144.0
11,4.762732982635498,13.708008766174316,17722150912.0
12,7.438744068145752,13.348530769348145,6320399360.0
13,5.15546989440918,13.242995262145996,13968899072.0
14,6.326669216156006,12.336211204528809,8341307392.0
15,6.322090148925781,11.04940128326416,7397922304.0
16,4.190622329711914,7.389321327209473,7764498432.0
17,5.209973335266113,11.163138389587402,8665297920.0
18,4.421814918518066,9.87375545501709,8714018816.0
19,4.406169414520264,10.532611846923828,8910097408.0
20,5.286887168884277,12.342641830444336,9613541376.0
21,4.120876312255859,10.408849716186523,9372252160.0
22,4.9545698165893555,9.746685028076172,7579815424.0
23,7.1640119552612305,14.224834442138672,12101294080.0
24,4.225888252258301,11.253159523010254,9860798464.0
25,7.388385772705078,13.304566383361816,10737936384.0
26,6.227450847625732,11.864147186279297,8978050048.0
27,3.6975057125091553,10.470710754394531,9704156160.0
28,4.2446184158325195,12.357576370239258,9731176448.0
29,4.801559925079346,9.668485641479492,7212553728.0
30,6.516484260559082,14.132856369018555,17886918656.0
31,5.21235466003418,14.89957046508789,20053385216.0
32,5.9943037033081055,14.111932754516602,18000963584.0
33,5.005223274230957,10.886762619018555,9145157632.0
34,4.595376014709473,11.801936149597168,9465909248.0
35,4.231062889099121,10.442144393920898,9335949312.0
36,5.361729145050049,13.90036392211914,16020614144.0
37,4.723088264465332,11.987480163574219,9827608576.0
38,8.792179107666016,15.535880088806152,15358745600.0
39,4.239569187164307,10.348164558410645,8950433792.0
40,4.75452184677124,12.09631633758545,10855117824.0
41,5.535441875457764,11.860157012939453,12029585408.0
42,5.757717609405518,13.313704490661621,13073384448.0
43,6.567851543426514,12.849428176879883,8393964544.0
44,3.534355401992798,11.101633071899414,9764065280.0
45,3.563420534133911,11.080448150634766,9875026944.0
46,4.506816864013672,12.517010688781738,15241440256.0
47,6.307319641113281,12.29766845703125,10711312384.0
48,5.989367485046387,11.405905723571777,7293351936.0
49,5.1248393058776855,12.024581909179688,11366707200.0
50,4.217141151428223,10.28392219543457,9258929152.0
51,7.053818225860596,12.197816848754883,13253698560.0
52,6.263146877288818,12.856179237365723,9261678592.0
53,5.052029132843018,10.210213661193848,8309044736.0
54,5.106307506561279,11.490885734558105,9470776320.0
55,4.1383585929870605,11.759360313415527,13203032064.0
56,6.431286334991455,12.458802223205566,24623890432.0
57,4.402590274810791,10.503019332885742,8888907776.0
58,5.252411365509033,11.632691383361816,9758181376.0
59,4.580843925476074,11.241802215576172,10335443968.0
60,5.493460655212402,11.629841804504395,13243315200.0
61,8.68387222290039,16.02351188659668,8820236288.0
62,8.449448585510254,16.606664657592773,21584203776.0
63,5.864137172698975,12.5210542678833,13705385984.0
64,4.306497097015381,11.847188949584961,9048658944.0
65,4.82061767578125,11.14036750793457,9331738624.0
66,4.492438793182373,13.955279350280762,18259818496.0
67,4.3727312088012695,12.941991806030273,14753683456.0
68,4.964245319366455,12.301660537719727,9325624320.0
69,6.599775791168213,13.689901351928711,11879800832.0
70,4.264243125915527,10.504626274108887,13771175936.0
71,3.770529270172119,9.760247230529785,14799142912.0
72,6.717480659484863,12.993611335754395,11963500544.0
73,6.419610023498535,12.191161155700684,8969341952.0
74,4.59115743637085,12.167753219604492,9919639552.0
75,6.427655220031738,10.951318740844727,7655664128.0
76,6.595219135284424,12.336440086364746,11111302144.0
77,8.323092460632324,16.598438262939453,22852018176.0
78,4.853626728057861,12.419612884521484,9245152256.0
79,4.253795623779297,12.480816841125488,9395951616.0
80,5.1708197593688965,11.57900333404541,9593659392.0
81,5.66281270980835,11.1550931930542,14653544448.0
82,5.868036270141602,12.102343559265137,16034731008.0
83,5.905241966247559,15.421796798706055,19391748096.0
84,5.906164646148682,11.688533782958984,8155518976.0
85,3.6108505725860596,11.3325777053833,9803619328.0
86,5.91668701171875,12.046615600585938,9049266176.0
87,6.181051731109619,12.381118774414062,8656247808.0
88,5.192051410675049,12.952112197875977,8992754688.0
89,4.2360100746154785,11.37344741821289,9531148288.0
90,4.231955051422119,13.143774032592773,15660657664.0
91,5.6649088859558105,9.318901062011719,6151289856.0
92,3.8931376934051514,12.789385795593262,14293480448.0
93,4.776279449462891,11.511388778686523,9348372480.0
94,4.351716995239258,10.779034614562988,8982075392.0
95,6.576948165893555,13.334327697753906,10834068480.0
96,8.891044616699219,19.012828826904297,41105895424.0
97,5.066661834716797,12.274825096130371,10112692224.0
98,4.971371173858643,11.012786865234375,8496054272.0
99,3.3905274868011475,10.901968002319336,9848951808.0
100,6.775912761688232,12.822970390319824,8348610560.0
101,5.45848274230957,11.844498634338379,10539185152.0
102,5.035043716430664,11.602060317993164,10658710528.0
103,4.99336051940918,12.07944107055664,9390351360.0
104,4.508965015411377,11.785408020019531,10059224064.0
105,4.791159152984619,14.496315002441406,20033363968.0
106,5.386566638946533,15.259958267211914,22188857344.0
107,3.232567071914673,11.05738353729248,10401079296.0
