horizon,mae,rmse,mape
1,3.6298792362213135,6.82766580581665,6880136192.0
2,4.529244422912598,8.531771659851074,9586038784.0
3,5.128900527954102,9.703853607177734,13235216384.0
4,5.773822784423828,10.649247169494629,14514892800.0
5,6.280447959899902,11.522540092468262,17625315328.0
6,6.893723487854004,12.320496559143066,20495919104.0
7,7.326395034790039,12.979898452758789,22805377024.0
8,7.7243218421936035,13.607884407043457,25267943424.0
9,8.148797035217285,14.146401405334473,26784559104.0
10,8.505474090576172,14.553186416625977,27590076416.0
11,8.735034942626953,14.918179512023926,28366546944.0
12,9.191323280334473,15.329303741455078,30752882688.0
