node,mae,rmse,mape
0,1.981914758682251,3.9931869506835938,180442.828125
1,2.001100778579712,4.917901992797852,5.401516914367676
2,3.1603145599365234,6.252680778503418,10.566295623779297
3,2.0760459899902344,4.561319828033447,170556.609375
4,2.715484380722046,4.925149440765381,5.590271949768066
5,1.718060851097107,4.216611862182617,168543.828125
6,3.4559388160705566,6.657831192016602,168649.671875
7,1.7087621688842773,3.7758755683898926,171017.484375
8,2.198287010192871,4.523858070373535,169576.859375
9,1.9549295902252197,4.379177570343018,6.164494514465332
10,4.1420416831970215,8.49575138092041,22.04664421081543
11,2.1712026596069336,4.519525527954102,5.642614364624023
12,1.2206485271453857,2.2410428524017334,2.7628064155578613
13,2.299062967300415,3.9170360565185547,171588.1875
14,1.3014073371887207,2.7319846153259277,169422.40625
15,1.7281054258346558,3.741442918777466,4.093043327331543
16,0.8331954479217529,1.5587656497955322,169423.03125
17,2.2711353302001953,4.8886332511901855,6.001176834106445
18,0.8208004832267761,1.7755190134048462,1.4502108097076416
19,3.3100011348724365,5.86746883392334,173759.625
20,1.9292011260986328,4.044477462768555,163433.703125
21,2.15437650680542,4.699769496917725,5.272933006286621
22,1.2492121458053589,2.239475727081299,2.07938551902771
23,2.6268627643585205,4.6757683753967285,166612.296875
24,0.944074273109436,1.43618905544281,1.422370195388794
25,1.6887836456298828,3.8450846672058105,173377.203125
26,1.982706904411316,3.8166332244873047,172235.71875
27,0.8535876870155334,1.5131714344024658,173188.75
28,1.7187652587890625,4.468621253967285,166833.84375
29,2.3514349460601807,3.709362506866455,4.731556415557861
30,0.9960048794746399,1.5921549797058105,168421.5625
31,1.6720885038375854,3.4657716751098633,3.811767578125
32,2.273561716079712,5.59837532043457,175670.421875
33,1.5318092107772827,3.2477197647094727,3.0352463722229004
34,1.7323511838912964,3.717287540435791,170099.484375
35,2.2466580867767334,3.9710848331451416,4.345213413238525
36,1.903457760810852,3.553154945373535,180090.234375
37,1.6269655227661133,3.54003643989563,171715.984375
38,2.5532219409942627,4.975129127502441,160922.125
39,1.087510585784912,1.5330239534378052,1.720164179801941
40,1.7785940170288086,3.912322998046875,170905.109375
41,1.8641024827957153,4.062774658203125,165199.71875
42,1.8915067911148071,3.813410520553589,163059.28125
43,2.5088019371032715,4.510982513427734,165544.96875
44,1.4047733545303345,3.489935874938965,169450.53125
45,3.6057558059692383,6.953804969787598,155361.640625
46,2.9428563117980957,6.518250942230225,167678.984375
47,1.24736487865448,3.173532247543335,173539.25
48,2.045563220977783,4.246366500854492,170590.625
49,1.7282108068466187,3.040644884109497,3.39314341545105
50,0.8519141674041748,2.000283718109131,162596.34375
51,1.782234787940979,3.8590004444122314,3.709324836730957
52,1.707314372062683,3.86246395111084,3.704430103302002
53,2.1530239582061768,3.6923515796661377,162941.921875
54,1.8795604705810547,3.6305031776428223,4.290881156921387
55,2.150930404663086,4.713025093078613,8.717151641845703
56,1.7635043859481812,3.9258077144622803,181689.546875
57,2.786965847015381,5.87711238861084,7.066572666168213
58,1.6408250331878662,3.795604944229126,169757.375
59,2.2382545471191406,5.373805999755859,170160.796875
60,2.0991129875183105,4.3501667976379395,169491.484375
61,2.921309232711792,5.836454391479492,6.791454315185547
62,1.0521160364151,2.2560198307037354,170783.609375
63,1.8075388669967651,3.059396982192993,3.123544216156006
64,1.4388978481292725,2.355879068374634,2.56768798828125
65,1.6085389852523804,3.454531192779541,170946.609375
66,1.8943418264389038,4.443575859069824,155077.8125
67,1.8391904830932617,4.296041011810303,5.543817520141602
68,3.0390641689300537,6.0465240478515625,172776.296875
69,1.6985443830490112,3.8933117389678955,3.895181894302368
70,1.2165274620056152,2.5128839015960693,170031.609375
71,2.1176557540893555,3.4048547744750977,4.007948398590088
72,2.2193148136138916,4.044864654541016,163800.390625
73,2.201178550720215,4.067132472991943,168706.703125
74,1.7889074087142944,3.43853497505188,154823.1875
75,1.7647589445114136,4.132803440093994,164432.984375
76,1.643308401107788,2.8010194301605225,2.7733232975006104
77,1.6741644144058228,3.6654367446899414,4.009425163269043
78,1.0560575723648071,2.3912272453308105,171378.390625
79,2.066572427749634,4.865442752838135,174791.65625
80,3.5526044368743896,6.007328033447266,166318.921875
