node,mae,rmse,mape
0,5.532227516174316,12.188730239868164,14975164416.0
1,4.1931867599487305,10.33829402923584,14487506944.0
2,5.249709129333496,11.971312522888184,14625991680.0
3,5.746121406555176,9.900872230529785,12904976384.0
4,6.872318267822266,10.9342622756958,15642038272.0
5,7.026793479919434,10.834278106689453,12389569536.0
6,6.081170082092285,10.842814445495605,14297653248.0
7,3.8674261569976807,10.004179954528809,13960153088.0
8,5.969627857208252,12.256545066833496,19131684864.0
9,7.325401306152344,13.009542465209961,14597462016.0
10,4.981461524963379,10.538412094116211,16386801664.0
11,5.362423419952393,13.218915939331055,23301206016.0
12,7.900898456573486,12.959681510925293,11192855552.0
13,6.138065814971924,13.039937973022461,19963899904.0
14,6.807427406311035,11.91849422454834,13249557504.0
15,6.4904584884643555,10.472500801086426,11610501120.0
16,4.38521671295166,7.00433874130249,16006368256.0
17,5.923201560974121,10.680181503295898,13443547136.0
18,4.534820556640625,9.380341529846191,14794194944.0
19,4.987703800201416,10.23512077331543,13866461184.0
20,6.0757622718811035,12.046246528625488,15123680256.0
21,4.578542232513428,10.045494079589844,14830150656.0
22,4.882301330566406,9.070125579833984,12040279040.0
23,8.036571502685547,14.133310317993164,18222735360.0
24,5.028153896331787,10.908340454101562,14832817152.0
25,7.9229021072387695,12.930554389953613,17522118656.0
26,6.635049819946289,11.451485633850098,14084009984.0
27,4.005067825317383,9.956624984741211,14797590528.0
28,5.139811038970947,12.205531120300293,14851569664.0
29,5.191194534301758,9.556396484375,12270597120.0
30,7.565962791442871,13.435956001281738,22094200832.0
31,6.490044593811035,14.763643264770508,28431843328.0
32,6.865154266357422,13.881223678588867,24246071296.0
33,6.156195640563965,10.704484939575195,13935525888.0
34,5.454185962677002,11.54174518585205,14787868672.0
35,4.697061538696289,10.043832778930664,14826260480.0
36,6.226735591888428,13.552193641662598,21898866688.0
37,5.257660865783691,11.549531936645508,14760654848.0
38,9.719165802001953,15.513118743896484,20363139072.0
39,4.743910789489746,9.895235061645508,13827885056.0
40,5.635619163513184,11.621244430541992,15913577472.0
41,6.282777309417725,11.540471076965332,17204623360.0
42,6.440206527709961,12.91218090057373,19296966656.0
43,7.445364952087402,12.966971397399902,12892146688.0
44,4.459310054779053,10.880996704101562,15342615552.0
45,4.30009651184082,10.66694164276123,14488310784.0
46,5.1728196144104,12.287528038024902,21647028224.0
47,7.126305103302002,12.242375373840332,15720715264.0
48,6.826090335845947,11.266666412353516,11345542144.0
49,5.862441062927246,11.543140411376953,18018836480.0
50,4.594254493713379,9.89210319519043,14629049344.0
51,7.058712005615234,11.642607688903809,19383205888.0
52,7.384141445159912,13.01870346069336,14869572608.0
53,5.3543596267700195,9.815624237060547,12781137920.0
54,5.32228422164917,11.013875961303711,14193812480.0
55,4.510772228240967,11.334868431091309,18587021312.0
56,7.5957536697387695,12.522252082824707,38892126208.0
57,4.8500776290893555,9.99814224243164,14319057920.0
58,5.856740474700928,11.15251636505127,14686244864.0
59,5.047056674957275,10.888528823852539,16231952384.0
60,7.099161148071289,11.928813934326172,28167581696.0
61,9.277810096740723,15.64167308807373,14514502656.0
62,9.28117561340332,16.12256622314453,27965218816.0
