model_a,model_b,rank_diff,p_value,significant
NC,Full,0.6666666666666667,0.9216027650250743,False
NC,DF,1.6666666666666667,0.3894010874026901,False
NC,HSS,2.333333333333333,0.11949503728587263,False
Full,DF,1.0,0.7784833687572139,False
Full,HSS,1.6666666666666665,0.3894010874026901,False
DF,HSS,0.6666666666666665,0.9216027650250743,False
