dataset,original_graph,backbone_graph,metric,k,overlap_size,overlap_ratio
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_4,degree_centrality,20,1,0.05
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_4,betweenness_centrality,20,15,0.75
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_4,closeness_centrality,20,10,0.5
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_4,eigenvector_centrality,20,0,0.0
metr-la,metr-la,metr-la-by-high_sal-with-alpah_filter0_4,pagerank,20,4,0.2
