run_name,seed,phase,params,mlflow_run_id,train_epochs_completed,train_loss_last,val_loss_normalized,val_mae,val_rmse,val_mape,val_smape,val_wape
backbone_metr-la-by-disp_fil-with-alpah_filter0_1_MTGNN_07_04_2026-19h_34-epoch_2_search_seed42,42,search,"{'input_dim': 1, 'hidden_dim': 64, 'output_dim': 1, 'seq_len': 12, 'horizon': 12, 'num_blocks': 3, 'kernel_size': 2, 'dilation_base': 2, 'gcn_depth': 2, 'propalpha': 0.05, 'node_dim': 16, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 2, 'patience': 5}",ef0dc0bf48b946d09a513565284726f0,2,0.30739448193709057,0.31698044879293,5.687463283538818,11.101578712463379,12289473600.0,23.642900586128235,10.375772911773778
