model_a,model_b,rank_diff,p_value,significant
NC,HSS,0.16666666666666674,0.9960587537406428,False
NC,Full,0.5000000000000002,0.9081317739014172,False
NC,DF,2.0,0.03664844286097457,True
HSS,Full,0.3333333333333335,0.9701777421068783,False
HSS,DF,1.8333333333333335,0.06638945003343655,False
Full,DF,1.5,0.18328657955037886,False
