run_name,seed,phase,params,mlflow_run_id,train_epochs_completed,train_loss_last,val_loss_normalized,val_mae,val_rmse,val_mape,val_smape,val_wape
original_pems-bay_MTGNN_08_04_2026-00h_18-epoch_2_search_seed42,42,search,"{'input_dim': 1, 'hidden_dim': 64, 'output_dim': 1, 'seq_len': 12, 'horizon': 12, 'num_blocks': 3, 'kernel_size': 2, 'dilation_base': 2, 'gcn_depth': 2, 'propalpha': 0.05, 'node_dim': 16, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 2, 'patience': 5}",6541d20102334c38984964312328cc0c,2,0.25756468921899794,0.3235010588087323,2.4620423316955566,5.3279314041137695,133930.71875,5.136213302612305,3.964329481124878
