node,mae,rmse,mape
0,2.9216716289520264,4.977131366729736,175444.0
1,2.385606050491333,5.707602500915527,6.26161003112793
2,4.005463123321533,7.730500221252441,11.5404052734375
3,2.569507598876953,5.169696807861328,169688.359375
4,3.6318562030792236,6.536369800567627,7.173903465270996
5,2.6131067276000977,6.135640621185303,167151.671875
6,4.011690139770508,7.9616522789001465,167718.265625
7,2.1466269493103027,4.681855201721191,170247.90625
8,2.680755853652954,5.1253838539123535,168570.828125
9,2.7785534858703613,5.952237606048584,9.964170455932617
10,4.272321701049805,7.790124893188477,13.803988456726074
11,2.350842237472534,5.405241012573242,6.079994201660156
12,1.7785451412200928,3.019232749938965,3.5143678188323975
13,2.8247573375701904,4.64350700378418,171322.40625
14,1.8717243671417236,3.650123357772827,168542.15625
15,2.138990879058838,5.133477687835693,5.1125359535217285
16,1.036277413368225,1.8701977729797363,169004.1875
17,2.975294351577759,6.043933391571045,7.707566738128662
18,1.5128345489501953,3.4256093502044678,2.6364338397979736
19,3.9636001586914062,7.1016435623168945,171765.3125
20,2.487351894378662,4.887439727783203,163997.171875
21,2.6488142013549805,5.740259170532227,5.897875785827637
22,1.5646799802780151,3.158797025680542,2.5538253784179688
23,3.1957309246063232,5.605928421020508,164969.078125
24,1.4987270832061768,2.4520280361175537,2.2414722442626953
25,2.292891502380371,5.148093223571777,171817.546875
26,2.5047972202301025,4.7443928718566895,170818.390625
27,1.3311033248901367,2.406987190246582,172407.640625
28,2.554769992828369,5.798959732055664,166185.421875
29,2.5474984645843506,4.404611110687256,5.071529388427734
30,1.8094408512115479,2.8967719078063965,167431.890625
31,2.2458367347717285,4.519128799438477,4.947097301483154
32,3.1632699966430664,8.288588523864746,173516.453125
33,1.7985584735870361,4.086631774902344,3.3876373767852783
34,1.9890767335891724,4.4066996574401855,169327.640625
35,2.632373571395874,4.660710334777832,4.939897537231445
36,2.5401854515075684,4.666355609893799,176473.140625
37,2.251352548599243,5.0123748779296875,170941.40625
38,3.176088809967041,5.941152095794678,160959.734375
39,1.52787446975708,2.310098648071289,2.421335458755493
40,2.315136194229126,5.025965213775635,169797.734375
41,2.835968255996704,5.599967956542969,164850.09375
42,2.3593904972076416,4.459847927093506,163245.921875
43,3.1083452701568604,5.547361850738525,165519.5
44,1.9614146947860718,4.420298099517822,167680.296875
45,3.9107959270477295,7.456078052520752,153791.25
46,3.3404123783111572,6.402968883514404,167731.71875
47,1.4587339162826538,3.4711949825286865,172165.109375
48,2.411151647567749,5.197956562042236,170822.71875
49,2.2738113403320312,4.13944149017334,4.326101779937744
50,1.084688425064087,2.3479602336883545,162182.046875
51,2.325589895248413,4.903738498687744,4.584216117858887
52,2.330998420715332,5.182269096374512,4.874929904937744
53,2.5975184440612793,4.583141803741455,162210.3125
54,2.3452658653259277,4.587820529937744,4.992043972015381
55,2.95050048828125,6.374208450317383,11.046557426452637
56,2.7867043018341064,6.781087398529053,179303.71875
57,3.006415843963623,7.010011196136475,6.581699848175049
58,2.251413583755493,5.084023952484131,169454.8125
59,3.1874163150787354,6.96712064743042,169085.171875
60,2.3911852836608887,5.433087348937988,169367.734375
61,3.5700790882110596,7.087955951690674,8.059577941894531
62,1.3677200078964233,2.7425808906555176,170040.984375
63,2.381242275238037,4.025762557983398,4.015093803405762
64,2.1851727962493896,3.647926092147827,3.831758975982666
65,2.1917412281036377,3.8744070529937744,170425.375
66,2.6524555683135986,6.104555130004883,154719.96875
67,2.2876265048980713,5.278374671936035,5.879128456115723
68,3.941260576248169,7.746606826782227,171000.640625
69,2.0326435565948486,4.624475479125977,4.287342548370361
70,1.680533528327942,3.9028408527374268,169164.484375
71,2.7797627449035645,4.606070518493652,5.136844635009766
72,3.0648748874664307,5.496078968048096,163630.328125
73,2.7655272483825684,4.8053364753723145,168255.09375
74,2.3638100624084473,4.061870098114014,155339.0
75,2.375988006591797,5.600533962249756,163047.140625
76,2.3306007385253906,4.089576244354248,3.8231008052825928
77,2.019707679748535,4.27272891998291,4.382904052734375
78,1.3507633209228516,2.8923046588897705,170691.953125
79,2.8523788452148438,6.266870975494385,173339.484375
80,4.476198196411133,7.407984256744385,165903.828125
81,2.294245958328247,6.114006996154785,6.5282301902771
82,2.6351072788238525,5.384345531463623,172774.375
83,1.9995688199996948,3.7775776386260986,162286.46875
