params,num_completed_seeds,seeds,val_mae_mean,val_mae_std,val_mae_ci95_low,val_mae_ci95_high,val_mae_min,val_mae_max,val_mae_n,val_rmse_mean,val_rmse_std,val_rmse_ci95_low,val_rmse_ci95_high,val_rmse_min,val_rmse_max,val_rmse_n,val_mape_mean,val_mape_std,val_mape_ci95_low,val_mape_ci95_high,val_mape_min,val_mape_max,val_mape_n,val_smape_mean,val_smape_std,val_smape_ci95_low,val_smape_ci95_high,val_smape_min,val_smape_max,val_smape_n,val_wape_mean,val_wape_std,val_wape_ci95_low,val_wape_ci95_high,val_wape_min,val_wape_max,val_wape_n,val_loss_normalized_mean,val_loss_normalized_std,val_loss_normalized_ci95_low,val_loss_normalized_ci95_high,val_loss_normalized_min,val_loss_normalized_max,val_loss_normalized_n
"{'hidden_dim': 64, 'num_blocks': 3, 'kernel_size': 2, 'dilation_base': 2, 'gcn_depth': 2, 'propalpha': 0.05, 'node_dim': 16, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'patience': 5}",1,[42],5.856993675231934,0.0,5.856993675231934,5.856993675231934,5.856993675231934,5.856993675231934,1,11.234575271606445,0.0,11.234575271606445,11.234575271606445,11.234575271606445,11.234575271606445,1,13542228992.0,0.0,13542228992.0,13542228992.0,13542228992.0,13542228992.0,1,24.08949851989746,0.0,24.08949851989746,24.08949851989746,24.08949851989746,24.08949851989746,1,10.680112838745117,0.0,10.680112838745117,10.680112838745117,10.680112838745117,10.680112838745117,1,0.33114708591008857,0.0,0.33114708591008857,0.33114708591008857,0.33114708591008857,0.33114708591008857,1
