dataset,original_graph,backbone_graph,metric,k,overlap_size,overlap_ratio
pems-bay,pems-bay,pems-bay-by-nois_corr-with-alpah_filter0_1,degree_centrality,20,0,0.0
pems-bay,pems-bay,pems-bay-by-nois_corr-with-alpah_filter0_1,betweenness_centrality,20,7,0.35
pems-bay,pems-bay,pems-bay-by-nois_corr-with-alpah_filter0_1,closeness_centrality,20,8,0.4
pems-bay,pems-bay,pems-bay-by-nois_corr-with-alpah_filter0_1,eigenvector_centrality,20,0,0.0
pems-bay,pems-bay,pems-bay-by-nois_corr-with-alpah_filter0_1,pagerank,20,2,0.1
