horizon,mae,rmse,mape
1,3.606959104537964,6.830326557159424,7352119296.0
2,4.5594706535339355,8.58707332611084,11758262272.0
3,5.448579788208008,9.87415599822998,16452204544.0
4,5.891401767730713,10.769429206848145,17898805248.0
5,6.304568290710449,11.568625450134277,19030458368.0
6,6.606008052825928,12.286691665649414,19696752640.0
7,7.117175102233887,12.948094367980957,22012938240.0
8,7.592068672180176,13.552072525024414,24189347840.0
9,8.072070121765137,14.086931228637695,25813016576.0
10,8.30491828918457,14.488279342651367,25993848832.0
11,8.661982536315918,14.880175590515137,27493056512.0
12,8.973522186279297,15.25462818145752,28840095744.0
