node,mae,rmse,mape
0,2.4049570560455322,4.326539993286133,177748.859375
1,2.3313980102539062,5.450117588043213,6.965384483337402
2,3.100234031677246,6.203979015350342,10.146384239196777
3,2.3325579166412354,4.7093987464904785,168523.71875
4,2.921422004699707,5.065819263458252,6.206740856170654
5,2.1006357669830322,4.726332187652588,161710.234375
6,3.6724019050598145,7.362732887268066,166694.96875
7,1.9052613973617554,3.9233317375183105,169385.8125
8,2.3116393089294434,4.854299545288086,168451.40625
9,2.4093194007873535,5.144419193267822,8.91032600402832
10,4.3045973777771,8.660150527954102,22.657493591308594
11,2.229349374771118,4.829403400421143,6.099447250366211
12,1.3882722854614258,2.4362409114837646,2.8693079948425293
13,2.3755340576171875,3.8223774433135986,171060.015625
14,1.4829127788543701,2.9217000007629395,168131.640625
15,1.9144667387008667,4.155919551849365,4.791522979736328
16,1.0783106088638306,1.883641242980957,168226.921875
17,2.649265766143799,5.3562188148498535,7.325557708740234
18,1.4571988582611084,3.287017822265625,2.507640838623047
19,3.453855037689209,6.241225242614746,171978.265625
20,2.0661375522613525,4.4185380935668945,162999.609375
21,2.295468807220459,4.722275257110596,5.407064914703369
22,1.4285213947296143,2.580949306488037,2.34970760345459
23,2.55880069732666,4.373583793640137,163689.40625
24,1.245078206062317,1.8213207721710205,1.8527815341949463
25,1.8301985263824463,3.836785078048706,172051.375
26,2.133694887161255,3.8852574825286865,169867.765625
27,1.008104920387268,1.686133623123169,171444.359375
28,2.14573335647583,5.121461391448975,164867.359375
29,2.196038007736206,3.70944881439209,4.4727606773376465
30,1.2215752601623535,1.876351237297058,166956.515625
31,1.9452351331710815,3.9520182609558105,4.363785266876221
32,2.77713680267334,6.357385158538818,172477.875
33,1.6128077507019043,3.4160842895507812,3.0841856002807617
34,1.863145112991333,3.9853525161743164,168726.703125
35,2.369123935699463,4.162655353546143,4.6388115882873535
36,2.162829875946045,3.8634424209594727,177584.515625
37,1.993018388748169,4.118297576904297,170238.359375
38,2.760922908782959,5.291391372680664,158920.96875
39,1.4265705347061157,2.0810585021972656,2.248286008834839
40,1.9237991571426392,4.081377029418945,169661.359375
41,1.9788404703140259,4.221693992614746,163129.875
42,2.2043564319610596,4.08978796005249,161673.890625
43,2.6598548889160156,4.848148822784424,164926.09375
44,1.620237946510315,3.7236528396606445,166053.40625
45,3.4094088077545166,6.786096096038818,148294.765625
46,3.150684356689453,6.949410438537598,167080.484375
47,1.419427514076233,3.322155475616455,171851.484375
48,2.3211803436279297,4.675990581512451,169297.34375
49,1.9202454090118408,3.245932102203369,3.7213776111602783
50,1.1654092073440552,2.3100810050964355,160776.484375
51,1.892582893371582,4.153787612915039,4.037418365478516
52,2.021599531173706,3.8944642543792725,4.111452579498291
53,2.326683759689331,4.075737476348877,160356.546875
54,2.0138466358184814,3.861842393875122,4.82426118850708
55,2.531651020050049,5.592713356018066,10.235010147094727
56,2.0375795364379883,4.365866661071777,179965.1875
57,2.8664231300354004,6.5768141746521,6.808331489562988
58,1.8391432762145996,3.8579747676849365,167645.625
59,2.7324283123016357,6.086001396179199,168183.953125
60,2.349743604660034,4.787693023681641,167906.40625
61,3.2060861587524414,6.3463053703308105,7.692421913146973
62,1.3101056814193726,2.5600838661193848,169480.203125
63,1.887083888053894,3.1350412368774414,3.228055715560913
64,1.569632887840271,2.517812728881836,2.761091947555542
65,1.9478071928024292,3.7081494331359863,169874.984375
66,2.3081109523773193,4.672535419464111,143876.296875
67,1.9472848176956177,4.463856220245361,5.596197605133057
