experiment_name,model,dataset,run_name,seed,phase,params,mlflow_run_id,train_epochs_completed,train_loss_last,val_loss_normalized,val_mae,val_rmse,val_mape,val_smape,val_wape
original_pems-bay_GraphWaveNet_06_04_2026-20h_02-epoch_1,GraphWaveNet,pems-bay,original_pems-bay_GraphWaveNet_06_04_2026-20h_02-epoch_1_search_seed42,42,search,"{""dilation_base"": 2, ""dropout"": 0.1, ""epochs"": 1, ""hidden_dim"": 64, ""horizon"": 12, ""input_dim"": 1, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""output_dim"": 1, ""patience"": 5, ""seq_len"": 12, ""weight_decay"": 0.0001}",ee73d8b9553f4473893d378796e9c502,1,0.26168504635222706,0.2817004354355427,2.4541923999786377,5.003150463104248,134842.24853515625,5.070510506629944,3.951689504347341
