run_name,seed,phase,params,mlflow_run_id,train_epochs_completed,train_loss_last,val_loss_normalized,val_mae,val_rmse,val_mape,val_smape,val_wape
original_metr-la_GraphWaveNet_08_04_2026-00h_18-epoch_2_search_seed42,42,search,"{'input_dim': 1, 'hidden_dim': 64, 'output_dim': 1, 'seq_len': 12, 'horizon': 12, 'num_blocks': 3, 'dilation_base': 2, 'k': 2, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 2, 'patience': 5}",242a6a94c99845c6bb2b75d48d46e652,2,0.3120300481716792,0.34498775709006524,5.50383996963501,11.498563766479492,13183409152.0,23.58922576904297,10.036144256591797
