run_name,seed,phase,params,mlflow_run_id,train_epochs_completed,train_loss_last,val_loss_normalized,val_mae,val_rmse,val_mape,val_smape,val_wape
original_pems-bay_PatchSTG_08_04_2026-00h_18-epoch_2_search_seed42,42,search,"{'input_dim': 1, 'hidden_dim': 64, 'output_dim': 1, 'seq_len': 12, 'horizon': 12, 'patch_len': 4, 'patch_stride': 2, 'num_layers': 2, 'num_heads': 4, 'ff_multiplier': 2, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 2, 'patience': 5}",c293d2cc12954deeb8dc71052f19d847,2,0.2311572012932677,0.26296468249454,2.276155948638916,4.806343078613281,134317.625,4.736209869384766,3.6650192737579346
